Rk,Player,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals Against,Goals Against p90,Shots On Target Against,Saves,Save %,Wins,Draws,Losses,Clean Sheets,Clean Sheet %,PK Against,PK Goals Against,PK Saved,PK Missed,PK Save %,Goals Against,PK Goals Against,Free Kick Goals Against,Corner Kick Goals Against,Own Goals,PSxG Faced,PSxG Per SoT,PSxG Saved,PSxG Saved Per 90,Launched Passes Completed,Launched Passes Attempted,Launched Pass Completion %,Passes Attempted,Throws Attempted,Pass Launch %,Avg Pass Length,Goals Kicks Attempted,GK Launch %,Avg GK Length,Crosses Faced,Crosses Stopped,Cross Stopping %,Def Outside Pen Area,Def Outside Pen Area p90,Avg Def Act Distance,Poss
31,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,35,1987,35.0,1.0,90.0,35.0,1.5714285714285714,1.57,3.342857142857143,1.8285714285714285,55.6,0.34285714285714286,0.22857142857142856,0.42857142857142855,0.2571428571428571,25.7,0.08571428571428572,0.08571428571428572,0.0,0.0,0.0,1.5714285714285714,0.08571428571428572,0.0,0.14285714285714285,0.05714285714285714,1.1,0.31,-0.4142857142857143,-0.41,5.0285714285714285,12.457142857142857,40.4,32.57142857142857,5.3428571428571425,30.4,33.3,8.142857142857142,31.2,32.5,13.342857142857143,0.8,6.0,0.8,0.8,14.2,0.9600213196888365
32,Alex Cordaz,it ITA,GK,Inter,it Serie A,39,1983,1.0,0.0,86.66666666666667,0.3,0.0,0.0,6.666666666666667,6.666666666666667,100.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.26,1.6666666666666667,1.77,3.3333333333333335,23.333333333333336,14.3,50.0,10.0,26.7,33.5,16.666666666666668,60.0,52.0,23.333333333333336,0.0,0.0,0.0,0.0,0.0,1.277526350297684
33,Benoit Costil,fr FRA,GK,Auxerre,fr Ligue 1,35,1987,19.0,1.0,90.0,19.0,2.1578947368421053,2.16,5.052631578947368,2.8947368421052633,60.4,0.15789473684210525,0.21052631578947367,0.631578947368421,0.10526315789473684,10.5,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,2.1578947368421053,0.15789473684210525,0.0,0.15789473684210525,0.0,1.7894736842105263,0.33,-0.3684210526315789,-0.37,6.947368421052632,15.368421052631579,45.2,23.894736842105264,3.789473684210526,41.9,36.8,7.2105263157894735,74.5,51.7,15.0,0.15789473684210525,1.1,0.5789473684210527,0.58,13.1,0.676993681594095
34,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30,1992,31.0,1.0,90.0,31.0,0.9354838709677419,0.94,3.806451612903226,2.838709677419355,78.8,0.6451612903225806,0.16129032258064516,0.1935483870967742,0.3225806451612903,32.3,0.16129032258064516,0.12903225806451613,0.03225806451612903,0.0,20.0,0.9354838709677419,0.12903225806451613,0.0,0.03225806451612903,0.0,0.9580645161290322,0.22,0.02258064516129032,0.02,2.6774193548387095,6.903225806451613,38.8,31.677419354838708,6.258064516129032,18.4,27.7,4.903225806451613,21.7,29.5,11.806451612903226,1.032258064516129,8.7,1.2903225806451613,1.29,15.4,1.4967634432141284
35,Alessio Cragno,it ITA,GK,Monza,it Serie A,28,1994,1.0,1.0,90.0,1.0,3.0,3.0,5.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.7,0.35,-1.3,-1.33,2.0,4.0,50.0,25.0,4.0,12.0,22.6,6.0,16.7,33.3,7.0,0.0,0.0,2.0,2.0,25.7,1.2542955326263912
36,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,24,1998,8.0,1.0,90.0,8.0,2.0,2.0,5.5,3.25,65.9,0.375,0.25,0.375,0.0,0.0,0.375,0.125,0.25,0.0,66.7,2.0,0.125,0.0,0.375,0.0,1.6875,0.25,-0.3125,-0.32,6.0,17.375,34.5,28.25,4.75,42.9,36.6,6.75,77.8,54.5,19.75,2.125,10.8,1.0,1.0,13.8,0.7457044673736087
37,Remy Descamps,fr FRA,GK,Nantes,fr Ligue 1,26,1996,1.0,1.0,90.0,1.0,1.0,1.0,6.0,5.0,83.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.25,0.5,0.48,5.0,9.0,55.6,20.0,9.0,25.0,33.2,6.0,66.7,46.5,11.0,1.0,9.1,0.0,0.0,7.0,0.7978242423032604
38,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25,1997,37.0,1.0,90.0,37.0,1.3243243243243243,1.32,4.513513513513513,3.2162162162162162,72.5,0.3783783783783784,0.2702702702702703,0.35135135135135137,0.2702702702702703,27.0,0.08108108108108109,0.08108108108108109,0.0,0.0,0.0,1.3243243243243243,0.08108108108108109,0.02702702702702703,0.10810810810810811,0.02702702702702703,1.3162162162162163,0.28,0.018918918918918916,0.02,4.486486486486487,12.864864864864865,34.9,34.189189189189186,6.378378378378378,30.4,32.2,6.675675675675675,37.2,34.9,14.621621621621621,0.3783783783783784,2.6,0.8648648648648649,0.86,13.4,1.2542955326263912
39,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29,1993,37.0,1.0,90.0,37.0,1.2702702702702702,1.27,4.351351351351352,2.972972972972973,75.8,0.4594594594594595,0.21621621621621623,0.32432432432432434,0.2702702702702703,27.0,0.32432432432432434,0.21621621621621623,0.10810810810810811,0.0,33.3,1.2702702702702702,0.21621621621621623,0.0,0.13513513513513514,0.0,1.4972972972972973,0.28,0.22702702702702704,0.23,6.351351351351352,16.243243243243242,39.1,32.67567567567568,4.675675675675675,40.0,37.0,6.891891891891892,45.9,40.4,12.54054054054054,0.918918918918919,7.3,0.6756756756756757,0.68,11.5,0.9152041184512979
40,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28,1993,37.0,1.0027100271002711,90.08130081300813,36.9,1.3279132791327914,1.33,3.766937669376694,2.5474254742547426,67.6,0.3523035230352304,0.2710027100271003,0.3794037940379404,0.24390243902439027,24.3,0.13550135501355015,0.10840108401084012,0.0,0.02710027100271003,0.0,1.3279132791327914,0.10840108401084012,0.0,0.24390243902439027,0.10840108401084012,1.1978319783197833,0.3,-0.021680216802168025,-0.02,4.119241192411924,14.552845528455284,28.3,22.11382113821138,5.392953929539296,45.0,38.6,8.102981029810298,56.9,46.7,13.550135501355014,0.6504065040650406,4.8,1.4092140921409215,1.41,16.1,1.0599281035291437
